,var,station_id,station_name,latitude,longitude,altitude,unit,freq,framework,matrix
0,concNno3pm25,CY0002R,Agia Marina Xyliatou ; Cyprus Atmospheric Observatory,35.0381,33.0578,520.0,ug N m-3,monthly,EMEP,pm25
1,concNno3pm25,GB0048R,Auchencorth Moss,55.79216,-3.2429,260.0,ug N m-3,monthly,EMEP;EMEP CAMP,pm25
2,concNno3pm25,GB1055R,Chilbolton Observatory,51.149617,-1.438228,78.0,ug N m-3,monthly,EMEP,pm25
3,concNno3pm25,PL0005R,Diabla Gora,54.15,22.066667,159.0,ug N m-3,monthly,EMEP,pm25
4,concNno3pm25,GB0036R,Harwell,51.573056,-1.316667,137.0,ug N m-3,monthly,EMEP;EMEP CAMP,pm25
5,concNno3pm25,SI0008R,Iskrba,45.566667,14.866667,525.0,ug N m-3,monthly,EMEP,pm25
6,concNno3pm25,IT0004R,Ispra,45.8,8.633333,215.5,ug N m-3,monthly,EMEP,pm25
7,concNno3pm25,DE0044R,Melpitz,51.5255,12.9277,90.0,ug N m-3,monthly,ACTRIS EMEP,pm25
8,concNno3pm25,IT0001R,Montelibretti,42.1,12.633333,48.0,ug N m-3,monthly,EMEP,pm25
9,concNno3pm25,ES1778R,Montseny,41.766667,2.35,702.0,ug N m-3,monthly,ACTRIS EMEP GAW-WDCA;EMEP EUSAAR GAW-WDCA,pm25
10,concNno3pm25,FI0036R,Pallas (Matorova),68.0,24.237222222,340.0,ug N m-3,monthly,EMEP,pm25
11,concNno3pm25,LV0010R,Rucava,56.161944,21.173056,21.0,ug N m-3,monthly,EMEP GAW-WDCA,pm25
12,concNno3pm25,FI0009R,Utö,59.779167,21.377222,7.0,ug N m-3,monthly,EMEP,pm25
13,concNno3pm25,FI0017R,Virolahti III,60.526667,27.686111,4.0,ug N m-3,monthly,EMEP,pm25
14,concNno3pm25,PL0009R,Zielonka,53.662117,17.934017,123.0,ug N m-3,monthly,EMEP,pm25
15,concNno3pm25,LV0016R,Zoseni,57.135278,25.905556,188.0,ug N m-3,monthly,EMEP,pm25
